"last_name, first_name","player_id","attempts","avg_hit_angle","anglesweetspotpercent","max_hit_speed","avg_hit_speed","ev50","fbld","gb","max_distance","avg_distance","avg_hr_distance","ev95plus","ev95percent","barrels","brl_percent","brl_pa"
"Nunez, Anthony","689296","95","13",38.9,"110.7","89.3","78.5","95.1","84.1","431","170","401","40",42.1,"8",8.4,5.4
"Wells, Tyler","669330","95","25.7",36.8,"112.4","88.5","78.4","91","87.9","421","187","412","35",36.8,"6",6.3,4.3
"Kikuchi, Yusei","579328","94","15.5",35.1,"116.2","90.2","78.7","94.9","90.4","456","170","401","40",42.6,"8",8.5,5.6
"Kelly, Kevin","687330","94","0.9",31.9,"109.8","90.6","79.8","92.8","89.1","407","127","390","45",47.9,"8",8.5,6.2
"Clarke, Taylor","664199","94","11.3",33,"109","86.3","74.5","92.2","84.6","430","151","424","30",31.9,"8",8.5,6.6
"Sulser, Cole","642121","94","16.1",39.4,"109.2","87.2","74.3","93.5","80.6","431","180","410","38",40.4,"12",12.8,8.9
"Medina, Luis","665622","94","14.2",39.4,"111.1","90.9","81.2","93.8","87.6","457","187","426","37",39.4,"8",8.5,5.4
"Miller, Bryce","682243","93","16.6",28,"111.5","86.3","75.6","89.2","82.8","440","159","395","26",28,"5",5.4,3.5
"Harris, Hogan","663687","93","13.5",28,"110.3","85.5","74.4","90.3","84","425","140","397","26",28,"3",3.2,1.9
"Varland, Louis","686973","93","2.5",22.6,"112.7","86.5","74.9","90.7","84.9","400","118","400","32",34.4,"3",3.2,1.9
"Banks, Tanner","621383","93","15.1",43,"108","87","75.3","89.7","85.1","436","191","420","31",33.3,"4",4.3,2.9
"Hill, Tim","657612","93","-6",20.4,"113.8","89.3","76.8","97.3","86.7","409","96","404","40",43,"4",4.3,3.4
"De Los Santos, Enyel","660853","92","20.6",34.8,"109.5","89.4","79.4","93","84.3","395","183","387","36",39.1,"5",5.4,3.8
"Schultz, Paxton","687606","92","22",37,"108.7","91","82.3","92","92.2","409","191","397","35",38,"8",8.7,6
"Quantrill, Cal","615698","92","19.1",38,"109.5","88","76.2","92.6","82.8","421","180","398","36",39.1,"9",9.8,7.2
"Mejia, Juan","675848","92","14.2",31.5,"110.4","89.5","78.3","90.7","89.5","434","160","410","35",38,"3",3.3,2
"Okert, Steven","595345","92","29.5",29.3,"110.5","86.3","75.8","89","85.7","426","187","410","25",27.2,"5",5.4,3.7
"Webb, Jacob","657097","91","14.2",39.6,"111.6","90.5","80.1","93","87.4","422","178","382","44",48.4,"9",9.9,6.4
"Junis, Jakob","596001","91","12.4",35.2,"112.2","86.3","75.1","91.5","82.1","410","159","391","30",33,"4",4.4,3.3
"Festa, Matt","670036","91","22.9",40.7,"109.5","87.2","75.8","92.2","82.9","425","186","391","34",37.4,"8",8.8,5.8
"Soriano, George","666277","91","14.8",28.6,"113.4","91.1","81.2","95.5","89.4","448","167","422","40",44,"10",11,7.7
"Lovelady, Richard","663992","91","10.8",35.2,"110.6","86.9","75.2","91.5","82.5","413","151","404","29",31.9,"4",4.4,2.9
"Romero, JoJo","668941","90","10.5",37.8,"111.8","92.7","82.3","94.2","93.4","416","159","396","42",46.7,"6",6.7,4.4
"Banda, Anthony","607455","90","14.7",27.8,"113.9","89.9","80.7","92.5","88.5","412","166","409","33",36.7,"5",5.6,3.6
"Lange, Alex","656638","90","8.7",37.8,"114.1","91","80.8","96.2","83.9","419","177","396","39",43.3,"12",13.3,8.1
"Mayza, Tim","641835","90","6.5",28.9,"109.8","88.4","76.6","91.5","86.6","441","146","400","38",42.2,"5",5.6,3.8
"Rodón, Carlos","607074","89","13.9",30.3,"111.7","90.9","82.1","93.9","88.2","408","167","399","34",38.2,"5",5.6,3.3
"Adam, Jason","592094","89","11.2",25.8,"115.6","88.6","78","93.7","84.2","430","165","400","37",41.6,"7",7.9,5.9
"Criswell, Cooper","681867","89","5.9",22.5,"111.2","87.2","74.8","90.2","86.3","427","121","412","32",36,"4",4.5,3.3
"Santana, Dennis","642701","89","18",40.4,"109.4","88.8","78.6","91.9","85.9","408","194","395","35",39.3,"8",9,6
"Suarez, Robert","663158","88","9.3",33,"107.5","84.9","72.2","90.5","81.4","405","149","405","29",33,"3",3.4,2.5
"Rogers, Taylor","573124","88","17",45.5,"110","86.7","75.8","91.6","75.9","422","189","395","27",30.7,"6",6.8,4.9
"Woodruff, Brandon","605540","88","22.9",29.5,"108.9","89.7","81.1","92.4","86.9","408","196","394","29",33,"7",8,5.8
"Loáisiga, Jonathan","642528","88","8.2",27.3,"112.3","87","75.1","93","83.7","414","141","399","30",34.1,"4",4.5,3.5
"Schreiber, John","670167","88","10.5",37.5,"110.3","89.1","78.4","93.1","87.1","419","163","398","34",38.6,"6",6.8,4.9
"Poulin, PJ","676571","88","14.3",29.5,"109.7","92.2","82.3","96","90.6","396","163","379","43",48.9,"9",10.2,7.1
"Bachman, Sam","696147","87","8.7",29.9,"114.1","87.1","76","91.7","84.3","406","150","372","29",33.3,"5",5.7,3.5
"Lynch IV, Daniel","663738","87","9.9",29.9,"109.4","87.1","75.5","90.4","86.5","424","156","420","30",34.5,"5",5.7,3.8
"Doval, Camilo","666808","87","6.9",24.1,"109.2","91.4","81.6","95.4","89.6","445","127","390","44",50.6,"5",5.7,4.2
"Varland, Gus","681402","87","19.8",43.7,"110.4","93.5","84.8","96","92.7","407","207","389","43",49.4,"12",13.8,9.4
"Taylor, Grant","691799","87","14.8",31,"105.7","89.3","79.4","91.1","88","391","177","380","35",40.2,"6",6.9,4.1
"Weissert, Greg","669711","87","9.4",29.9,"114.6","86.8","75.8","92.2","81.2","431","158","390","26",29.9,"4",4.6,3.1
"Keller, Brad","641745","86","13.2",27.9,"108","85.9","74.5","89.6","83.3","409","164","389","28",32.6,"4",4.7,3.1
"Glasnow, Tyler","607192","86","14.3",30.2,"108.8","90.4","81.8","94.2","87.5","409","161","384","33",38.4,"7",8.1,4.7
"Williamson, Brandon","682227","86","18.7",34.9,"111.1","88.1","76.4","93.1","85.2","444","187","417","36",41.9,"9",10.5,7
"Walker, Taijuan","592836","86","13.4",37.2,"108.8","87.5","76.1","91.4","82.9","437","175","402","31",36,"11",12.8,9.6
"Crochet, Garrett","676979","86","14.3",41.9,"112.8","89.6","78.2","91.5","86.9","438","186","417","39",45.3,"9",10.5,6.5
"Latz, Jacob","656641","85","17.7",21.2,"107.6","88.6","78.4","95.1","83.5","454","155","428","34",40,"6",7.1,4.7
"Woodford, Jake","663765","85","15",47.1,"110","91","82","93.6","88.3","406","176","379","41",48.2,"6",7.1,5.4
"O'Brien, Riley","676617","85","3",30.6,"109.8","88.2","76.4","91.8","85.1","389","134","389","33",38.8,"4",4.7,3
"Leiter Jr., Mark","643410","85","15.2",40,"110.5","86.7","76.1","88.8","83.6","414","166","411","26",30.6,"3",3.5,2.4
"Santillan, Tony","663574","84","15.3",38.1,"110.3","91.9","83.2","94.2","88.8","435","184","394","41",48.8,"10",11.9,8.1
"Pérez, Cionel","672335","84","4",23.8,"114.7","92.2","81","96.7","90.9","457","122","411","44",52.4,"12",14.3,10.3
"Englert, Mason","669438","84","19.1",38.1,"112.6","89.5","78.7","93.4","84.9","443","192","415","31",38.3,"9",10.7,8.2
"Erceg, Lucas","668674","84","9.2",31,"111","87.1","74.1","89.5","88.9","385","130","364","33",39.3,"5",6,3.9
"Gibson, Trey","694346","84","8.8",29.8,"112.7","90.7","79.7","96.4","85.8","413","148","393","36",42.9,"8",9.5,6.6
"Beeks, Jalen","656222","84","13.7",35.7,"116.9","90.6","79.2","93.4","88.5","457","168","423","36",42.9,"9",10.7,8
"King, John","667463","83","12",33.7,"110.1","88.6","78.6","94.1","86.5","419","157","412","28",33.7,"6",7.2,5
"Rodriguez, Grayson","680570","83","16.8",39.8,"113.7","91.7","81.3","94.4","88.4","436","194","405","43",51.8,"9",10.8,7.3
"Weaver, Luke","596133","83","17.4",28.9,"112","88.8","79.5","93.1","85.6","420","161","412","26",31.3,"8",9.6,6.4
"Klein, Will","694361","83","5.6",34.9,"113.1","89.3","78.8","92.5","90.2","383","135","383","30",36.1,"2",2.4,1.6
"Farris, Mitch","815083","83","15.7",37.3,"112.6","87.3","75.7","93.7","80.7","408","174","387","30",39,"5",6,3.9
"Winn, Keaton","676775","83","8.7",32.5,"108.7","85.9","74.9","90.6","83","441","146","422","23",27.7,"4",4.8,3.4
"Bednar, David","670280","83","4.3",24.1,"111.5","87.5","76.1","90.5","87.7","411","112","408","33",39.8,"4",4.8,3
"Ragans, Cole","666142","83","20.2",32.5,"111.6","89.6","79.2","93.3","85.4","425","190","383","33",39.8,"13",15.7,8.6
"Hoffman, Jeff","656546","82","6.6",30.5,"107.7","86.4","76.1","90","84.2","421","132","404","22",26.8,"5",6.1,3.3
"De Jesus, Enmanuel","646241","81","15.5",37,"105.8","90.5","81.2","95.2","86.2","410","166","410","35",43.2,"6",7.4,5
"Weiss, Ryan","680802","81","16.8",39.5,"109.6","90.3","79.4","96.6","83.4","426","191","388","40",49.4,"9",11.1,6.9
"Jump, Gage","695611","81","17.9",33.3,"107.3","87.8","77.7","90.7","86.9","379","173",,"24",29.6,"2",2.5,1.7
"Yarbrough, Ryan","642232","81","15.3",37,"107.2","83.6","71.9","87.9","80.1","389","164","356","19",23.5,"2",2.5,1.7
"Lawrence, Justin","664875","81","13.8",40.7,"116.6","90.7","80.2","93","89.9","454","176","401","36",44.4,"9",11.1,6.2
"Anderson, Grant","681982","81","22",32.1,"111.3","87.6","76.8","92.6","83","430","178","407","29",35.8,"6",7.4,5.1
"Zeferjahn, Ryan","666171","80","14.4",28.7,"108.2","88.7","79.3","92","87.5","410","154","402","28",35,"4",5,2.5
"Giolito, Lucas","608337","80","19.8",36.3,"111.5","89.1","78.2","93.1","86.2","429","173","408","33",41.3,"3",3.8,2.5
"Faucher, Calvin","676534","80","6.1",31.3,"111.4","88.9","76.7","91.3","86.9","384","141",,"34",42.5,"4",5,2.9
"Morán, Jovani","663558","80","17.1",28.7,"110.7","88.2","77.9","92.9","83.4","397","185","378","24",30,"7",8.8,5.2
"Fluharty, Mason","689254","80","17.1",37.5,"111.9","85.1","73.3","90.4","80.4","423","176","387","25",31.3,"5",6.3,3.8
"Waldron, Matt","663362","79","17",24.1,"105.8","89.8","80.6","94.5","85.6","395","162","378","31",39.2,"6",7.6,5.5
"Dreyer, Jack","676263","79","14",27.8,"111.9","89.4","78.1","94.7","86.7","410","165","401","32",40.5,"7",8.9,5.9
"Thompson, Ryan","657044","79","10.4",32.9,"112.2","89.1","78","91.6","90.7","451","142","451","27",34.2,"4",5.1,3.8
"Cole, Gerrit","543037","78","19.8",28.2,"109.6","88.4","79.8","93.7","85","386","176","372","22",31,"4",5.1,3.6
"Alvarado, José","621237","78","19.9",37.2,"109.7","88.3","78.3","91.1","86.9","441","176","422","24",30.8,"3",3.8,2.4
"Pomeranz, Drew","519141","78","27",30.8,"109.8","87.8","76.8","91.8","82.3","409","184","398","27",34.6,"6",7.7,5.6
"Bender, Anthony","669622","78","11.8",28.2,"109.8","88.8","79.2","91.1","87.4","394","158","382","27",34.6,"6",7.7,4.7
"Hill, Jaden","677955","78","13.8",33.3,"114.4","89.7","79.8","92.5","89","447","161","424","31",39.7,"3",3.8,2.4
"Alvarez, Andrew","674841","78","8.7",34.6,"116.5","91.8","80.7","96.2","89.6","408","131","387","40",51.3,"5",6.4,4.1
"Kilian, Caleb","668873","78","15.6",32.1,"109.5","87.9","76.9","90.7","86.7","447","174","412","30",38.5,"7",9,5.3
"Borucki, Ryan","621366","78","14.2",23.1,"110.6","88.3","77.3","90.7","86.8","419","156","399","31",39.7,"4",5.1,3.8
"Kinley, Tyler","641755","77","20",31.2,"109.6","85","72.8","89.7","79.2","438","182","398","21",27.3,"5",6.5,4.2
"Gage, Matt","657424","77","11.8",31.2,"110.5","86.5","75.4","89.9","83.4","441","166","399","23",29.9,"7",9.1,6.3
"Moll, Sam","594580","77","10.2",24.7,"109.9","87.5","76.4","91.8","87.5","433","129","408","22",28.6,"5",6.5,3.8
"Richards, Trevor","670950","76","24.7",34.2,"107.8","90.9","82.2","94.4","86.8","430","209","390","29",38.2,"6",7.9,5.8
"Smith, Cade","671922","76","13.7",34.2,"112.6","91.9","82.6","94.2","91.9","407","168","407","32",43.2,"6",7.9,4.4
"Sisk, Evan","681895","76","15.4",28.9,"109.5","84.6","72.6","93.7","78.8","437","151","424","22",28.9,"3",3.9,2.3
"Scherzer, Max","453286","76","23.4",38.2,"110.9","89.2","78.7","93.9","90","435","190","389","30",39.5,"10",13.2,9.8
"Ginkel, Kevin","656464","76","13.6",28.9,"107.1","90.5","80.3","93.2","89.7","435","166","423","34",44.7,"8",10.5,6.8
"Stanek, Ryne","592773","76","12.6",31.6,"114.3","90.4","79.2","95.5","87","409","171","394","28",36.8,"6",7.9,4.5
"Lee, Dylan","669276","75","19",36,"110.4","86.9","76.2","92.3","80.1","393","182","393","25",33.3,"3",4,2.5
"Warren, Austin","681810","75","15.1",48,"108.2","89.5","79.5","93.1","84.4","392","186","377","30",40,"9",12,7.8
"Montgomery, Mason","682254","75","8.4",25.3,"112.9","87.4","73.7","94.5","82.8","410","139","409","32",42.7,"7",9.3,5.5
"Petersen, Michael","656848","74","23.2",29.7,"110.9","91.1","81.4","96.5","87.6","413","184","383","32",43.2,"9",12.2,7.1
"Fuentes, Didier","800311","74","15.8",28.4,"109.3","88.8","79.1","92.2","87.6","407","161","407","25",33.8,"3",4.1,2.5
"Phillips, Connor","683175","74","20.8",37.8,"110","89.8","79.8","92.1","89.1","407","197","389","30",40.5,"7",9.5,5.3
"Soto, Gregory","642397","74","12.4",28.4,"111.2","85.4","72.7","91.7","83.8","412","143","405","27",36.5,"4",5.4,3.2
"Uribe, Abner","682842","74","9.6",28.4,"109.8","87.3","77.5","89.6","87.3","389","143","382","23",31.1,"2",2.7,1.8
"Gray, Peyton","682608","74","21.8",31.1,"110.3","87.9","76.9","91.3","88.5","405","167","395","27",36.5,"6",8.1,5.5
"Maton, Phil","664208","73","9.5",39.7,"109.6","88.4","76.6","92.8","83.7","403","160","382","31",42.5,"7",9.6,5.9
"Scott, Tanner","656945","73","19.1",34.2,"113","88.3","79.3","90","86.9","431","172","400","20",27.4,"6",8.2,5.3
"Strahm, Matt","621381","73","22.7",30.1,"107.5","90.1","81.1","89.7","94.9","433","204","397","31",42.5,"7",9.6,6.9
"Kerkering, Orion","689147","73","18.5",26,"111.4","82.4","70.1","86","80.7","398","158","372","16",21.9,"4",5.5,3.4
"Nance, Tommy","667297","72","8.1",27.8,"110.7","87.1","75.3","91","84.6","445","141","427","25",34.7,"4",5.6,3.7
"Silseth, Chase","681217","72","11.8",40.3,"107.2","86.9","75.9","92.1","82.9","426","166","402","22",30.6,"7",9.7,5.9
"Raley, Brooks","548384","72","17.9",38.9,"110.7","87.2","76.3","93.8","79.2","405","172","389","22",30.6,"5",6.9,4.3
"Cruz, Fernando","518585","72","23.7",29.2,"108.6","85.6","74.4","88.9","83.4","403","180","395","17",23.6,"4",5.6,3
"Henriquez, Edgardo","683618","72","11.1",20.8,"108.8","83.7","70.8","91.4","80.8","440","122","440","21",29.2,"2",2.8,1.7
"Baker, Bryan","641329","71","14.6",31,"109.1","85.8","74","93.7","81","395","144","366","23",32.4,"4",5.6,3.4
"Hurter, Brant","676428","70","2.3",28.6,"108.9","87.5","76.4","91.8","85.8","431","116","431","23",32.9,"3",4.3,3
"Cano, Yennier","666974","70","2.1",25.7,"110.1","89","77.6","96.1","85.5","406","121","406","31",44.3,"6",8.6,6
"Winn, Cole","668390","70","11.8",37.1,"112.7","88.9","76.9","94.2","81","467","185","420","32",45.7,"3",4.3,2.9
"Garcia, Rico","670329","70","16.4",27.1,"108.7","85.9","73.7","95","79.5","432","153","398","23",32.9,"6",8.6,5.2
"Herrin, Tim","682120","70","17.7",31.4,"110.5","86.6","75","92.9","85.2","390","166","366","23",32.9,"5",7.1,4.4
"Gasser, Robert","688107","69","25.2",34.8,"107.4","86.6","76.8","91.7","78.5","446","199","395","20",29,"5",7.2,4.7
"Hall, DL","669084","69","11.2",26.1,"109.8","86.2","75.6","89.7","87","401","142","401","21",30.4,"4",5.8,3.2
"Morillo, Juan","666661","69","7.7",27.5,"111","86.9","74.8","94.9","83.9","414","140","414","22",31.9,"4",5.8,3.4
"Senga, Kodai","673540","68","21.2",44.1,"107.9","89.3","79.3","92.9","84.1","410","211","392","26",38.2,"8",11.8,7
"Bird, Jake","656234","68","10.5",33.8,"113.2","89.9","79.2","95.2","87.7","432","149","422","27",39.7,"7",10.3,6.7
"Rolison, Ryan","669020","68","9.2",29.4,"112.4","89.5","79.6","93.8","87.6","407","142","374","30",44.1,"4",5.9,3.7
"Vest, Will","676684","67","1.3",17.9,"112.6","88.8","78.1","91.6","87.7","419","117","402","24",35.8,"4",6,3.9
"Roberts, Ethan","681799","67","12.7",26.9,"109.6","91.2","82.4","91.7","91.3","432","144","425","30",44.8,"2",3,2
"Muñoz, Andrés","662253","66","7.6",33.3,"111.9","87.8","74.7","95.2","83","438","148","406","29",43.9,"7",10.6,5.9
"Mattson, Isaac","676755","66","21.2",43.9,"111.5","90.8","80.5","94.7","84.3","395","209","363","32",48.5,"8",12.1,8.2
"Sewald, Paul","623149","66","34.5",37.9,"107.3","90.1","80.8","92.6","90.1","426","236","406","27",40.9,"7",10.6,6.5
"Domínguez, Seranthony","622554","66","16.9",36.4,"111.1","90.8","81.1","95.1","88","421","172","404","25",37.9,"6",9.1,5.3
"Vodnik, Victor","680767","66","9.9",28.8,"110.4","89.4","79.3","91.9","88.3","401","147","387","25",37.9,"5",7.6,5.1
"Megill, Trevor","656730","66","15.9",28.8,"111.1","90.7","81.5","92.2","89.7","393","171",,"27",40.9,"3",4.5,2.7
"Treinen, Blake","595014","64","10.2",34.4,"110.3","88.2","75.5","94.1","83.5","428","158","418","27",42.2,"8",12.5,8
"Shugart, Chase","663767","64","14.2",32.8,"108.4","87.9","75.7","93.6","79.4","431","183","397","25",39.1,"6",9.4,5.9
"Davis, Tyler","699823","63","17.4",30.2,"108.7","90.1","81.1","91","91.8","372","156","361","26",41.3,"3",4.8,3.1
"Boyd, Matthew","571510","63","11.7",42.9,"112.5","89.2","75.5","94.9","85.2","427","166","413","32",50.8,"6",9.5,6
"Holderman, Colin","670059","62","12.9",25.8,"110.3","87.5","74.7","93.8","85.3","391","137","390","28",45.2,"7",11.3,6.7
"Ashcraft, Graham","668933","61","12.9",27.9,"107.1","88.9","79.2","93","85.9","382","161","368","22",36.1,"4",6.6,3.7
"Iglesias, Raisel","628452","60","22.5",28.3,"111.7","87.5","78.1","91.2","82.6","380","164","343","18",30,"3",5,3.2
"Nardi, Andrew","677053","60","12.4",31.7,"110.1","89.6","77.2","94.4","85.7","423","175","411","27",45,"8",13.3,8.1
"Abreu, Bryan","650556","60","14.5",33.3,"106.9","92.4","83.8","95.6","88.3","391","180","358","32",53.3,"6",10,5
"Hurt, Kyle","669165","57","10.6",33.3,"109.4","88.6","77.5","93.7","84.4","431","151","413","20",35.1,"3",5.3,3.1
"Williams, Devin","642207","56","15.9",37.5,"108.7","88.2","79.1","91.4","84.9","416","165","414","14",25,"4",7.1,3.7
"Pallette, Peyton","688883","56","16.1",35.7,"111.2","89.5","78.6","96.7","84.5","377","168","368","24",42.9,"4",7.1,4.1
"Beeter, Clayton","690925","54","3.4",22.2,"106.1","88.8","78.9","94.9","84.3","414","141","396","23",42.6,"3",5.6,3.1
"Vesia, Alex","681911","54","23.2",33.3,"113.4","86.7","77.1","87.9","84.9","377","198",,"18",33.3,"2",3.7,1.9
"Duran, Jhoan","661395","53","0.6",26.4,"111.1","92.3","83","94","92.4","366","115","364","27",50.9,"3",5.7,3.2
"Miller, Mason","695243","45","9",31.1,"101.6","82.8","72.2","91","76.6","383","131",,"7",15.6,"1",2.2,0.8
